?t, $atleast, >d, $done_percent, <ep, $learning_curve, <np, $nprod, $optimism, $pomposity, $productivity_exp, $productivity_new, $r, $to, $ts, ?verbose
4, 6.91, 32.5, 1.91, 3.23, 17.12, 7.77, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
5, 6.91, 32.5, 1.91, 3.72, 17.12, 7.28, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
6, 6.91, 32.5, 1.91, 4.17, 17.12, 6.83, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
7, 6.91, 32.5, 1.91, 4.6, 17.12, 6.4, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
8, 6.91, 32.5, 1.91, 5.0, 17.12, 6.0, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
9, 6.91, 32.5, 1.91, 5.37, 17.12, 5.63, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
10, 6.91, 32.5, 1.91, 5.72, 17.12, 5.28, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
11, 6.91, 32.5, 1.91, 6.05, 17.12, 4.95, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
12, 6.91, 32.5, 1.91, 6.36, 17.12, 4.64, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
13, 6.91, 32.5, 1.91, 6.65, 17.12, 4.35, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
14, 6.91, 32.5, 1.91, 6.92, 17.12, 4.08, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
15, 6.91, 32.5, 1.91, 7.17, 17.12, 3.83, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
16, 6.91, 32.5, 1.91, 7.41, 17.12, 3.59, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
17, 6.91, 32.5, 1.91, 7.63, 17.12, 3.37, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
18, 6.91, 32.5, 1.91, 7.84, 17.12, 3.16, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
19, 6.91, 32.5, 1.91, 8.04, 17.12, 2.96, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
20, 6.91, 32.5, 1.91, 8.22, 17.12, 2.78, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
21, 6.91, 32.5, 1.91, 8.4, 17.12, 2.6, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
22, 6.91, 32.5, 1.91, 8.56, 17.12, 2.44, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
23, 6.91, 32.5, 1.91, 8.71, 17.12, 2.29, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
24, 6.91, 32.5, 1.91, 8.85, 17.12, 2.15, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
25, 6.91, 32.5, 1.91, 8.99, 17.12, 2.01, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
26, 6.91, 32.5, 1.91, 9.11, 17.12, 1.89, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
27, 6.91, 32.5, 1.91, 9.23, 17.12, 1.77, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
28, 6.91, 32.5, 1.91, 9.34, 17.12, 1.66, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
29, 6.91, 32.5, 1.91, 9.44, 17.12, 1.56, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
29, 6.91, 32.5, 1.91, 9.44, 17.12, 1.56, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
0, 3.04, 0.24, 8.18, 5, 54.03, 2, 9.0, 1.35, 88.76, 8.61, 0.34, 686.01, 66.7, 75.67, 1.0
1, 3.04, 100, 8.18, 5.04, 54.03, 1.96, 9.0, 1.35, 88.76, 8.61, 0.34, 586.01, 66.7, 75.67, 1.0
0, 4.84, 0.2, 7.0, 5, 97.05, 25, 8.01, 8.3, 8.03, 7.12, 0.41, 559.06, 58.35, 67.02, 1.0
1, 4.84, 100, 7.0, 5.26, 97.05, 24.74, 8.01, 8.3, 8.03, 7.12, 0.41, 459.06, 58.35, 67.02, 1.0
0, 0.28, 0.06, 1.36, 6, 96.97, 26, 9.81, 15.63, 78.38, 1.39, 0.05, 341.04, 56.81, 42.74, 1.0
1, 0.28, 94.63, 1.36, 6.27, 96.97, 25.73, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
2, 0.28, 94.63, 1.36, 6.54, 96.97, 25.46, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
3, 0.28, 94.63, 1.36, 6.8, 96.97, 25.2, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
4, 0.28, 94.63, 1.36, 7.06, 96.97, 24.94, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
5, 0.28, 94.63, 1.36, 7.32, 96.97, 24.68, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
6, 0.28, 94.63, 1.36, 7.58, 96.97, 24.42, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
7, 0.28, 94.63, 1.36, 7.84, 96.97, 24.16, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
8, 0.28, 94.63, 1.36, 8.09, 96.97, 23.91, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
9, 0.28, 94.63, 1.36, 8.34, 96.97, 23.66, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
10, 0.28, 94.63, 1.36, 8.58, 96.97, 23.42, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
11, 0.28, 94.63, 1.36, 8.83, 96.97, 23.17, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
12, 0.28, 94.63, 1.36, 9.07, 96.97, 22.93, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
13, 0.28, 94.63, 1.36, 9.31, 96.97, 22.69, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
14, 0.28, 94.63, 1.36, 9.54, 96.97, 22.46, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
15, 0.28, 94.63, 1.36, 9.78, 96.97, 22.22, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
16, 0.28, 94.63, 1.36, 10.01, 96.97, 21.99, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
17, 0.28, 94.63, 1.36, 10.24, 96.97, 21.76, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
18, 0.28, 94.63, 1.36, 10.47, 96.97, 21.53, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
19, 0.28, 94.63, 1.36, 10.69, 96.97, 21.31, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
20, 0.28, 94.63, 1.36, 10.91, 96.97, 21.09, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
21, 0.28, 94.63, 1.36, 11.13, 96.97, 20.87, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
22, 0.28, 94.63, 1.36, 11.35, 96.97, 20.65, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
23, 0.28, 94.63, 1.36, 11.56, 96.97, 20.44, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
24, 0.28, 94.63, 1.36, 11.78, 96.97, 20.22, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
25, 0.28, 94.63, 1.36, 11.99, 96.97, 20.01, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
26, 0.28, 94.63, 1.36, 12.2, 96.97, 19.8, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
27, 0.28, 94.63, 1.36, 12.4, 96.97, 19.6, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
28, 0.28, 94.63, 1.36, 12.61, 96.97, 19.39, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
29, 0.28, 94.63, 1.36, 12.81, 96.97, 19.19, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
29, 0.28, 94.63, 1.36, 12.81, 96.97, 19.19, 9.81, 15.63, 78.38, 1.39, 0.05, 246.47, 56.81, 42.74, 1.0
0, 7.49, 0.53, 0.26, 1, 53.48, 10, 2.72, 15.97, 65.17, 8.07, 0.37, 527.14, 46.97, 21.99, 1.0
1, 7.49, 32.54, 0.26, 1.19, 53.48, 9.81, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
2, 7.49, 32.54, 0.26, 1.37, 53.48, 9.63, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
3, 7.49, 32.54, 0.26, 1.56, 53.48, 9.44, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
4, 7.49, 32.54, 0.26, 1.74, 53.48, 9.26, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
5, 7.49, 32.54, 0.26, 1.91, 53.48, 9.09, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
6, 7.49, 32.54, 0.26, 2.09, 53.48, 8.91, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
7, 7.49, 32.54, 0.26, 2.26, 53.48, 8.74, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
8, 7.49, 32.54, 0.26, 2.42, 53.48, 8.58, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
9, 7.49, 32.54, 0.26, 2.59, 53.48, 8.41, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
10, 7.49, 32.54, 0.26, 2.75, 53.48, 8.25, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
11, 7.49, 32.54, 0.26, 2.9, 53.48, 8.1, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
12, 7.49, 32.54, 0.26, 3.06, 53.48, 7.94, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
13, 7.49, 32.54, 0.26, 3.21, 53.48, 7.79, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
14, 7.49, 32.54, 0.26, 3.36, 53.48, 7.64, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
15, 7.49, 32.54, 0.26, 3.5, 53.48, 7.5, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
16, 7.49, 32.54, 0.26, 3.65, 53.48, 7.35, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
17, 7.49, 32.54, 0.26, 3.79, 53.48, 7.21, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
18, 7.49, 32.54, 0.26, 3.93, 53.48, 7.07, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
19, 7.49, 32.54, 0.26, 4.06, 53.48, 6.94, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
20, 7.49, 32.54, 0.26, 4.19, 53.48, 6.81, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
21, 7.49, 32.54, 0.26, 4.32, 53.48, 6.68, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
22, 7.49, 32.54, 0.26, 4.45, 53.48, 6.55, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
23, 7.49, 32.54, 0.26, 4.57, 53.48, 6.43, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
24, 7.49, 32.54, 0.26, 4.7, 53.48, 6.3, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
25, 7.49, 32.54, 0.26, 4.82, 53.48, 6.18, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
26, 7.49, 32.54, 0.26, 4.93, 53.48, 6.07, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
27, 7.49, 32.54, 0.26, 5.05, 53.48, 5.95, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
28, 7.49, 32.54, 0.26, 5.16, 53.48, 5.84, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
29, 7.49, 32.54, 0.26, 5.28, 53.48, 5.72, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
29, 7.49, 32.54, 0.26, 5.28, 53.48, 5.72, 2.72, 15.97, 65.17, 8.07, 0.37, 495.13, 46.97, 21.99, 1.0
0, 2.15, 0.75, 3.52, 8, 65.71, 13, 6.07, 72.0, 92.99, 3.32, 0.43, 16.71, 65.38, 55.76, 1.0
1, 2.15, 100, 3.52, 8.2, 65.71, 12.8, 6.07, 72.0, 92.99, 3.32, 0.43, 0, 65.38, 55.76, 1.0
0, 9.16, 0.61, 7.85, 6, 42.85, 23, 1.28, 90.19, 77.24, 8.8, 0.16, 88.98, 21.18, 54.48, 1.0
1, 9.16, 72.9, 7.85, 6.54, 42.85, 22.46, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
2, 9.16, 72.9, 7.85, 7.07, 42.85, 21.93, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
3, 9.16, 72.9, 7.85, 7.6, 42.85, 21.4, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
4, 9.16, 72.9, 7.85, 8.11, 42.85, 20.89, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
5, 9.16, 72.9, 7.85, 8.61, 42.85, 20.39, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
6, 9.16, 72.9, 7.85, 9.1, 42.85, 19.9, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
7, 9.16, 72.9, 7.85, 9.57, 42.85, 19.43, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
8, 9.16, 72.9, 7.85, 10.04, 42.85, 18.96, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
9, 9.16, 72.9, 7.85, 10.49, 42.85, 18.51, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
10, 9.16, 72.9, 7.85, 10.93, 42.85, 18.07, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
11, 9.16, 72.9, 7.85, 11.36, 42.85, 17.64, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
12, 9.16, 72.9, 7.85, 11.79, 42.85, 17.21, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
13, 9.16, 72.9, 7.85, 12.2, 42.85, 16.8, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
14, 9.16, 72.9, 7.85, 12.6, 42.85, 16.4, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
15, 9.16, 72.9, 7.85, 12.99, 42.85, 16.01, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
16, 9.16, 72.9, 7.85, 13.37, 42.85, 15.63, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
17, 9.16, 72.9, 7.85, 13.75, 42.85, 15.25, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
18, 9.16, 72.9, 7.85, 14.11, 42.85, 14.89, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
19, 9.16, 72.9, 7.85, 14.47, 42.85, 14.53, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
20, 9.16, 72.9, 7.85, 14.82, 42.85, 14.18, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
21, 9.16, 72.9, 7.85, 15.16, 42.85, 13.84, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
22, 9.16, 72.9, 7.85, 15.49, 42.85, 13.51, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
23, 9.16, 72.9, 7.85, 15.81, 42.85, 13.19, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
24, 9.16, 72.9, 7.85, 16.12, 42.85, 12.88, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
25, 9.16, 72.9, 7.85, 16.43, 42.85, 12.57, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
26, 9.16, 72.9, 7.85, 16.73, 42.85, 12.27, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
27, 9.16, 72.9, 7.85, 17.03, 42.85, 11.97, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
28, 9.16, 72.9, 7.85, 17.31, 42.85, 11.69, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
29, 9.16, 72.9, 7.85, 17.59, 42.85, 11.41, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
29, 9.16, 72.9, 7.85, 17.59, 42.85, 11.41, 1.28, 90.19, 77.24, 8.8, 0.16, 16.69, 21.18, 54.48, 1.0
0, 6.35, 0.96, 9.35, 9, 17.03, 19, 1.08, 98.34, 83.89, 7.12, 0.55, 5.12, 66.51, 90.83, 1.0
1, 6.35, 81.45, 9.35, 10.12, 17.03, 17.88, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
2, 6.35, 81.45, 9.35, 11.23, 17.03, 16.77, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
3, 6.35, 81.45, 9.35, 12.28, 17.03, 15.72, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
4, 6.35, 81.45, 9.35, 13.27, 17.03, 14.73, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
5, 6.35, 81.45, 9.35, 14.19, 17.03, 13.81, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
6, 6.35, 81.45, 9.35, 15.05, 17.03, 12.95, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
7, 6.35, 81.45, 9.35, 15.87, 17.03, 12.13, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
8, 6.35, 81.45, 9.35, 16.63, 17.03, 11.37, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
9, 6.35, 81.45, 9.35, 17.34, 17.03, 10.66, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
10, 6.35, 81.45, 9.35, 18.01, 17.03, 9.99, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
11, 6.35, 81.45, 9.35, 18.63, 17.03, 9.37, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
12, 6.35, 81.45, 9.35, 19.22, 17.03, 8.78, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
13, 6.35, 81.45, 9.35, 19.77, 17.03, 8.23, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
14, 6.35, 81.45, 9.35, 20.28, 17.03, 7.72, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
15, 6.35, 81.45, 9.35, 20.77, 17.03, 7.23, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
16, 6.35, 81.45, 9.35, 21.22, 17.03, 6.78, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
17, 6.35, 81.45, 9.35, 21.65, 17.03, 6.35, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
18, 6.35, 81.45, 9.35, 22.04, 17.03, 5.96, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
19, 6.35, 81.45, 9.35, 22.42, 17.03, 5.58, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
20, 6.35, 81.45, 9.35, 22.77, 17.03, 5.23, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
21, 6.35, 81.45, 9.35, 23.09, 17.03, 4.91, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
22, 6.35, 81.45, 9.35, 23.4, 17.03, 4.6, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
23, 6.35, 81.45, 9.35, 23.69, 17.03, 4.31, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
24, 6.35, 81.45, 9.35, 23.96, 17.03, 4.04, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
25, 6.35, 81.45, 9.35, 24.21, 17.03, 3.79, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
26, 6.35, 81.45, 9.35, 24.45, 17.03, 3.55, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
27, 6.35, 81.45, 9.35, 24.67, 17.03, 3.33, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
28, 6.35, 81.45, 9.35, 24.88, 17.03, 3.12, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
29, 6.35, 81.45, 9.35, 25.08, 17.03, 2.92, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
29, 6.35, 81.45, 9.35, 25.08, 17.03, 2.92, 1.08, 98.34, 83.89, 7.12, 0.55, 0, 66.51, 90.83, 1.0
0, 5.97, 0.73, 1.15, 6, 91.64, 26, 2.43, 57.68, 69.43, 8.76, 0.37, 769.51, 42.09, 74.4, 1.0
1, 5.97, 100, 1.15, 6.28, 91.64, 25.72, 2.43, 57.68, 69.43, 8.76, 0.37, 669.51, 42.09, 74.4, 1.0
0, 8.62, 0.2, 8.57, 1, 25.56, 14, 3.17, 71.76, 57.16, 9.0, 0.32, 263.56, 40.31, 32.56, 1.0
1, 8.62, 42.93, 8.57, 1.55, 25.56, 13.45, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
2, 8.62, 42.93, 8.57, 2.1, 25.56, 12.9, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
3, 8.62, 42.93, 8.57, 2.62, 25.56, 12.38, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
4, 8.62, 42.93, 8.57, 3.13, 25.56, 11.87, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
5, 8.62, 42.93, 8.57, 3.61, 25.56, 11.39, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
6, 8.62, 42.93, 8.57, 4.08, 25.56, 10.92, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
7, 8.62, 42.93, 8.57, 4.52, 25.56, 10.48, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
8, 8.62, 42.93, 8.57, 4.95, 25.56, 10.05, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
9, 8.62, 42.93, 8.57, 5.36, 25.56, 9.64, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
10, 8.62, 42.93, 8.57, 5.75, 25.56, 9.25, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
11, 8.62, 42.93, 8.57, 6.13, 25.56, 8.87, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
12, 8.62, 42.93, 8.57, 6.49, 25.56, 8.51, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
13, 8.62, 42.93, 8.57, 6.84, 25.56, 8.16, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
14, 8.62, 42.93, 8.57, 7.17, 25.56, 7.83, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
15, 8.62, 42.93, 8.57, 7.49, 25.56, 7.51, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
16, 8.62, 42.93, 8.57, 7.8, 25.56, 7.2, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
17, 8.62, 42.93, 8.57, 8.09, 25.56, 6.91, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
18, 8.62, 42.93, 8.57, 8.37, 25.56, 6.63, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
19, 8.62, 42.93, 8.57, 8.64, 25.56, 6.36, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
20, 8.62, 42.93, 8.57, 8.9, 25.56, 6.1, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
21, 8.62, 42.93, 8.57, 9.15, 25.56, 5.85, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
22, 8.62, 42.93, 8.57, 9.39, 25.56, 5.61, 3.17, 71.76, 57.16, 9.0, 0.32, 220.83, 40.31, 32.56, 1.0
