?t, $atleast, >d, $done_percent, <ep, $learning_curve, <np, $nprod, $optimism, $pomposity, $productivity_exp, $productivity_new, $r, $to, $ts, ?verbose
29, 5.32, 46.32, 0.15, 9.36, 91.05, 16.64, 6.94, 25.7, 63.09, 1.66, 0.07, 617.1, 95.11, 30.0, 1.0
0, 0.17, 0.49, 0.73, 9, 70.45, 18, 0.28, 24.55, 5.51, 8.39, 0.47, 878.84, 79.6, 5.47, 1.0
1, 0.17, 24.0, 0.73, 9.26, 70.45, 17.74, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
2, 0.17, 24.0, 0.73, 9.51, 70.45, 17.49, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
3, 0.17, 24.0, 0.73, 9.76, 70.45, 17.24, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
4, 0.17, 24.0, 0.73, 10.01, 70.45, 16.99, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
5, 0.17, 24.0, 0.73, 10.26, 70.45, 16.74, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
6, 0.17, 24.0, 0.73, 10.5, 70.45, 16.5, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
7, 0.17, 24.0, 0.73, 10.73, 70.45, 16.27, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
8, 0.17, 24.0, 0.73, 10.97, 70.45, 16.03, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
9, 0.17, 24.0, 0.73, 11.2, 70.45, 15.8, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
10, 0.17, 24.0, 0.73, 11.43, 70.45, 15.57, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
11, 0.17, 24.0, 0.73, 11.65, 70.45, 15.35, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
12, 0.17, 24.0, 0.73, 11.87, 70.45, 15.13, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
13, 0.17, 24.0, 0.73, 12.09, 70.45, 14.91, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
14, 0.17, 24.0, 0.73, 12.31, 70.45, 14.69, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
15, 0.17, 24.0, 0.73, 12.52, 70.45, 14.48, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
16, 0.17, 24.0, 0.73, 12.73, 70.45, 14.27, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
17, 0.17, 24.0, 0.73, 12.93, 70.45, 14.07, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
18, 0.17, 24.0, 0.73, 13.13, 70.45, 13.87, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
19, 0.17, 24.0, 0.73, 13.33, 70.45, 13.67, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
20, 0.17, 24.0, 0.73, 13.53, 70.45, 13.47, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
21, 0.17, 24.0, 0.73, 13.72, 70.45, 13.28, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
22, 0.17, 24.0, 0.73, 13.92, 70.45, 13.08, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
23, 0.17, 24.0, 0.73, 14.1, 70.45, 12.9, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
24, 0.17, 24.0, 0.73, 14.29, 70.45, 12.71, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
25, 0.17, 24.0, 0.73, 14.47, 70.45, 12.53, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
26, 0.17, 24.0, 0.73, 14.65, 70.45, 12.35, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
27, 0.17, 24.0, 0.73, 14.83, 70.45, 12.17, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
28, 0.17, 24.0, 0.73, 15.01, 70.45, 11.99, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
29, 0.17, 24.0, 0.73, 15.18, 70.45, 11.82, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
29, 0.17, 24.0, 0.73, 15.18, 70.45, 11.82, 0.28, 24.55, 5.51, 8.39, 0.47, 855.33, 79.6, 5.47, 1.0
0, 3.32, 0.27, 6.32, 3, 52.72, 2, 8.5, 12.67, 86.25, 5.28, 0.85, 198.78, 84.44, 27.37, 1.0
1, 3.32, 100, 6.32, 3.04, 52.72, 1.96, 8.5, 12.67, 86.25, 5.28, 0.85, 98.78, 84.44, 27.37, 1.0
0, 4.95, 0.89, 8.79, 2, 17.05, 1, 8.93, 19.14, 66.02, 4.08, 0.43, 979.34, 44.71, 11.36, 1.0
1, 4.95, 77.6, 8.79, 2.06, 17.05, 0.94, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
2, 4.95, 77.6, 8.79, 2.12, 17.05, 0.88, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
3, 4.95, 77.6, 8.79, 2.17, 17.05, 0.83, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
4, 4.95, 77.6, 8.79, 2.22, 17.05, 0.78, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
5, 4.95, 77.6, 8.79, 2.27, 17.05, 0.73, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
6, 4.95, 77.6, 8.79, 2.32, 17.05, 0.68, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
7, 4.95, 77.6, 8.79, 2.36, 17.05, 0.64, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
8, 4.95, 77.6, 8.79, 2.4, 17.05, 0.6, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
9, 4.95, 77.6, 8.79, 2.44, 17.05, 0.56, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
10, 4.95, 77.6, 8.79, 2.47, 17.05, 0.53, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
11, 4.95, 77.6, 8.79, 2.51, 17.05, 0.49, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
12, 4.95, 77.6, 8.79, 2.54, 17.05, 0.46, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
13, 4.95, 77.6, 8.79, 2.57, 17.05, 0.43, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
14, 4.95, 77.6, 8.79, 2.59, 17.05, 0.41, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
15, 4.95, 77.6, 8.79, 2.62, 17.05, 0.38, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
16, 4.95, 77.6, 8.79, 2.64, 17.05, 0.36, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
17, 4.95, 77.6, 8.79, 2.67, 17.05, 0.33, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
18, 4.95, 77.6, 8.79, 2.69, 17.05, 0.31, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
19, 4.95, 77.6, 8.79, 2.71, 17.05, 0.29, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
20, 4.95, 77.6, 8.79, 2.72, 17.05, 0.28, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
21, 4.95, 77.6, 8.79, 2.74, 17.05, 0.26, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
22, 4.95, 77.6, 8.79, 2.76, 17.05, 0.24, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
23, 4.95, 77.6, 8.79, 2.77, 17.05, 0.23, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
24, 4.95, 77.6, 8.79, 2.79, 17.05, 0.21, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
25, 4.95, 77.6, 8.79, 2.8, 17.05, 0.2, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
26, 4.95, 77.6, 8.79, 2.81, 17.05, 0.19, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
27, 4.95, 77.6, 8.79, 2.82, 17.05, 0.18, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
28, 4.95, 77.6, 8.79, 2.84, 17.05, 0.16, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
29, 4.95, 77.6, 8.79, 2.85, 17.05, 0.15, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
29, 4.95, 77.6, 8.79, 2.85, 17.05, 0.15, 8.93, 19.14, 66.02, 4.08, 0.43, 902.63, 44.71, 11.36, 1.0
0, 1.99, 0.76, 8.0, 5, 6.99, 1, 6.16, 53.22, 23.18, 6.98, 0.58, 563.66, 10.51, 65.28, 1.0
1, 1.99, 100, 8.0, 5.14, 6.99, 0.86, 6.16, 53.22, 23.18, 6.98, 0.58, 463.66, 10.51, 65.28, 1.0
0, 8.33, 0.03, 0.48, 1, 69.19, 18, 8.29, 36.79, 59.96, 8.21, 0.25, 662.41, 56.4, 63.07, 1.0
1, 8.33, 100, 0.48, 1.26, 69.19, 17.74, 8.29, 36.79, 59.96, 8.21, 0.25, 562.41, 56.4, 63.07, 1.0
0, 2.09, 0.54, 4.28, 1, 56.91, 9, 8.86, 55.53, 22.6, 9.55, 0.55, 371.41, 71.01, 60.31, 1.0
1, 2.09, 100, 4.28, 1.16, 56.91, 8.84, 8.86, 55.53, 22.6, 9.55, 0.55, 271.41, 71.01, 60.31, 1.0
0, 5.82, 0.53, 6.68, 9, 59.46, 6, 5.08, 33.99, 20.35, 9.89, 0.43, 15.23, 32.76, 51.02, 1.0
1, 5.82, 100, 6.68, 9.1, 59.46, 5.9, 5.08, 33.99, 20.35, 9.89, 0.43, 0, 32.76, 51.02, 1.0
0, 6.53, 0.83, 4.92, 7, 48.43, 12, 4.63, 39.29, 62.91, 9.45, 0.32, 202.39, 97.24, 23.2, 1.0
1, 6.53, 100, 4.92, 7.25, 48.43, 11.75, 4.63, 39.29, 62.91, 9.45, 0.32, 102.39, 97.24, 23.2, 1.0
0, 9.0, 0.97, 5.87, 9, 95.82, 23, 4.72, 24.0, 63.33, 3.95, 0.39, 966.01, 80.32, 42.4, 1.0
1, 9.0, 100, 5.87, 9.24, 95.82, 22.76, 4.72, 24.0, 63.33, 3.95, 0.39, 866.01, 80.32, 42.4, 1.0
0, 2.3, 0.57, 7.26, 1, 8.99, 5, 1.17, 96.98, 13.38, 2.74, 0.15, 561.94, 32.52, 20.04, 1.0
1, 2.3, 4.65, 7.26, 1.56, 8.99, 4.44, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
2, 2.3, 4.65, 7.26, 2.11, 8.99, 3.89, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
3, 2.3, 4.65, 7.26, 2.61, 8.99, 3.39, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
4, 2.3, 4.65, 7.26, 3.04, 8.99, 2.96, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
5, 2.3, 4.65, 7.26, 3.42, 8.99, 2.58, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
6, 2.3, 4.65, 7.26, 3.75, 8.99, 2.25, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
7, 2.3, 4.65, 7.26, 4.03, 8.99, 1.97, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
8, 2.3, 4.65, 7.26, 4.28, 8.99, 1.72, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
9, 2.3, 4.65, 7.26, 4.5, 8.99, 1.5, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
10, 2.3, 4.65, 7.26, 4.69, 8.99, 1.31, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
11, 2.3, 4.65, 7.26, 4.86, 8.99, 1.14, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
12, 2.3, 4.65, 7.26, 5.01, 8.99, 0.99, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
13, 2.3, 4.65, 7.26, 5.13, 8.99, 0.87, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
14, 2.3, 4.65, 7.26, 5.24, 8.99, 0.76, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
15, 2.3, 4.65, 7.26, 5.34, 8.99, 0.66, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
16, 2.3, 4.65, 7.26, 5.42, 8.99, 0.58, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
17, 2.3, 4.65, 7.26, 5.5, 8.99, 0.5, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
18, 2.3, 4.65, 7.26, 5.56, 8.99, 0.44, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
19, 2.3, 4.65, 7.26, 5.62, 8.99, 0.38, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
20, 2.3, 4.65, 7.26, 5.67, 8.99, 0.33, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
21, 2.3, 4.65, 7.26, 5.71, 8.99, 0.29, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
22, 2.3, 4.65, 7.26, 5.75, 8.99, 0.25, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
23, 2.3, 4.65, 7.26, 5.78, 8.99, 0.22, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
24, 2.3, 4.65, 7.26, 5.81, 8.99, 0.19, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
25, 2.3, 4.65, 7.26, 5.83, 8.99, 0.17, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
26, 2.3, 4.65, 7.26, 5.85, 8.99, 0.15, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
27, 2.3, 4.65, 7.26, 5.87, 8.99, 0.13, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
28, 2.3, 4.65, 7.26, 5.89, 8.99, 0.11, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
29, 2.3, 4.65, 7.26, 5.9, 8.99, 0.1, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
29, 2.3, 4.65, 7.26, 5.9, 8.99, 0.1, 1.17, 96.98, 13.38, 2.74, 0.15, 557.86, 32.52, 20.04, 1.0
0, 6.72, 0.64, 4.2, 5, 87.89, 29, 1.55, 86.83, 43.35, 1.78, 0.12, 839.32, 3.28, 20.63, 1.0
1, 6.72, 19.83, 4.2, 5.33, 87.89, 28.67, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
2, 6.72, 19.83, 4.2, 5.66, 87.89, 28.34, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
3, 6.72, 19.83, 4.2, 5.99, 87.89, 28.01, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
4, 6.72, 19.83, 4.2, 6.31, 87.89, 27.69, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
5, 6.72, 19.83, 4.2, 6.63, 87.89, 27.37, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
6, 6.72, 19.83, 4.2, 6.94, 87.89, 27.06, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
7, 6.72, 19.83, 4.2, 7.25, 87.89, 26.75, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
8, 6.72, 19.83, 4.2, 7.56, 87.89, 26.44, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
9, 6.72, 19.83, 4.2, 7.87, 87.89, 26.13, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
10, 6.72, 19.83, 4.2, 8.17, 87.89, 25.83, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
11, 6.72, 19.83, 4.2, 8.46, 87.89, 25.54, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
12, 6.72, 19.83, 4.2, 8.76, 87.89, 25.24, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
13, 6.72, 19.83, 4.2, 9.05, 87.89, 24.95, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
14, 6.72, 19.83, 4.2, 9.34, 87.89, 24.66, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
15, 6.72, 19.83, 4.2, 9.62, 87.89, 24.38, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
16, 6.72, 19.83, 4.2, 9.9, 87.89, 24.1, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
17, 6.72, 19.83, 4.2, 10.18, 87.89, 23.82, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
18, 6.72, 19.83, 4.2, 10.45, 87.89, 23.55, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
19, 6.72, 19.83, 4.2, 10.72, 87.89, 23.28, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
20, 6.72, 19.83, 4.2, 10.99, 87.89, 23.01, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
21, 6.72, 19.83, 4.2, 11.26, 87.89, 22.74, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
22, 6.72, 19.83, 4.2, 11.52, 87.89, 22.48, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
23, 6.72, 19.83, 4.2, 11.78, 87.89, 22.22, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
24, 6.72, 19.83, 4.2, 12.03, 87.89, 21.97, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
25, 6.72, 19.83, 4.2, 12.28, 87.89, 21.72, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
26, 6.72, 19.83, 4.2, 12.53, 87.89, 21.47, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
27, 6.72, 19.83, 4.2, 12.78, 87.89, 21.22, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
28, 6.72, 19.83, 4.2, 13.03, 87.89, 20.97, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
29, 6.72, 19.83, 4.2, 13.27, 87.89, 20.73, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
29, 6.72, 19.83, 4.2, 13.27, 87.89, 20.73, 1.55, 86.83, 43.35, 1.78, 0.12, 820.13, 3.28, 20.63, 1.0
0, 0.47, 0.2, 9.92, 4, 46.88, 21, 6.07, 44.12, 35.33, 5.72, 0.45, 848.16, 45.64, 80.51, 1.0
1, 0.47, 100, 9.92, 4.45, 46.88, 20.55, 6.07, 44.12, 35.33, 5.72, 0.45, 748.16, 45.64, 80.51, 1.0
0, 5.32, 0.62, 4.01, 7, 59.68, 25, 0.24, 52.03, 30.88, 8.42, 0.14, 162.05, 97.15, 34.37, 1.0
1, 5.32, 15.61, 4.01, 7.42, 59.68, 24.58, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
2, 5.32, 15.61, 4.01, 7.84, 59.68, 24.16, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
3, 5.32, 15.61, 4.01, 8.25, 59.68, 23.75, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
4, 5.32, 15.61, 4.01, 8.65, 59.68, 23.35, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
5, 5.32, 15.61, 4.01, 9.05, 59.68, 22.95, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
6, 5.32, 15.61, 4.01, 9.44, 59.68, 22.56, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
7, 5.32, 15.61, 4.01, 9.83, 59.68, 22.17, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
8, 5.32, 15.61, 4.01, 10.21, 59.68, 21.79, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
9, 5.32, 15.61, 4.01, 10.58, 59.68, 21.42, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
10, 5.32, 15.61, 4.01, 10.94, 59.68, 21.06, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
11, 5.32, 15.61, 4.01, 11.3, 59.68, 20.7, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
12, 5.32, 15.61, 4.01, 11.65, 59.68, 20.35, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
13, 5.32, 15.61, 4.01, 12.0, 59.68, 20.0, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
14, 5.32, 15.61, 4.01, 12.34, 59.68, 19.66, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
15, 5.32, 15.61, 4.01, 12.68, 59.68, 19.32, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
16, 5.32, 15.61, 4.01, 13.01, 59.68, 18.99, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
17, 5.32, 15.61, 4.01, 13.33, 59.68, 18.67, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
18, 5.32, 15.61, 4.01, 13.65, 59.68, 18.35, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
19, 5.32, 15.61, 4.01, 13.96, 59.68, 18.04, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
20, 5.32, 15.61, 4.01, 14.27, 59.68, 17.73, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
21, 5.32, 15.61, 4.01, 14.57, 59.68, 17.43, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
22, 5.32, 15.61, 4.01, 14.87, 59.68, 17.13, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
23, 5.32, 15.61, 4.01, 15.16, 59.68, 16.84, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
24, 5.32, 15.61, 4.01, 15.45, 59.68, 16.55, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
25, 5.32, 15.61, 4.01, 15.73, 59.68, 16.27, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
26, 5.32, 15.61, 4.01, 16.01, 59.68, 15.99, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
27, 5.32, 15.61, 4.01, 16.28, 59.68, 15.72, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
28, 5.32, 15.61, 4.01, 16.55, 59.68, 15.45, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
29, 5.32, 15.61, 4.01, 16.81, 59.68, 15.19, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
29, 5.32, 15.61, 4.01, 16.81, 59.68, 15.19, 0.24, 52.03, 30.88, 8.42, 0.14, 147.06, 97.15, 34.37, 1.0
0, 5.26, 0.2, 3.17, 3, 14.3, 26, 9.27, 82.38, 31.85, 2.99, 0.79, 597.2, 45.9, 92.1, 1.0
1, 5.26, 100, 3.17, 4.82, 14.3, 24.18, 9.27, 82.38, 31.85, 2.99, 0.79, 497.2, 45.9, 92.1, 1.0
0, 8.9, 0.12, 6.61, 6, 65.06, 8, 1.85, 53.41, 87.94, 9.7, 0.62, 156.6, 42.03, 38.53, 1.0
1, 8.9, 100, 6.61, 6.12, 65.06, 7.88, 1.85, 53.41, 87.94, 9.7, 0.62, 56.6, 42.03, 38.53, 1.0
0, 0.89, 0.15, 4.43, 5, 82.51, 7, 8.87, 48.58, 57.29, 3.86, 0.57, 683.99, 55.5, 72.55, 1.0
1, 0.89, 100, 4.43, 5.08, 82.51, 6.92, 8.87, 48.58, 57.29, 3.86, 0.57, 583.99, 55.5, 72.55, 1.0
0, 6.91, 0.24, 1.91, 1, 17.12, 10, 4.19, 83.35, 78.95, 5.0, 0.27, 249.48, 71.47, 63.1, 1.0
1, 6.91, 32.5, 1.91, 1.58, 17.12, 9.42, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
2, 6.91, 32.5, 1.91, 2.17, 17.12, 8.83, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
3, 6.91, 32.5, 1.91, 2.72, 17.12, 8.28, 4.19, 83.35, 78.95, 5.0, 0.27, 217.22, 71.47, 63.1, 1.0
